PanelType;Cell type;Cell data;Bet ranges;Bet type;Name;Description;Connected cell 1 name;Connected cell 2 name
PreflopCo;StatCell;PreflopData;;;Co_Isolate_CC_Raise;CO raise (isolate pot as cold caller);Co_Isolate_CC_Call;
PreflopCo;StatCell;PreflopData;;;Co_Isolate_Limper_Fold;CO fold (isolate pot as limper);Co_Isolate_Limper_Call;Co_Isolate_Limper_Raise
PreflopCo;StatCell;PreflopData;;;Co_Isolate_Limper_Call;CO call (isolate pot as limper);Co_Isolate_Limper_Fold;Co_Isolate_Limper_Raise
PreflopCo;StatCell;PreflopData;;;Co_Isolate_Limper_Raise;CO raise (isolate pot as limper);Co_Isolate_Limper_Call;
PreflopCo;StatCell;PreflopData;;;Co_Squeeze_Raiser_Fold;CO fold (squeeze pot as raiser);Co_Squeeze_Raiser_Call;Co_Squeeze_Raiser_Raise
PreflopCo;StatCell;PreflopData;;;Co_Squeeze_Raiser_Call;CO call (squeeze pot as raiser);Co_Squeeze_Raiser_Fold;Co_Squeeze_Raiser_Raise
PreflopCo;StatCell;PreflopData;;;Co_Squeeze_Raiser_Raise;CO raise (squeeze pot as raiser);Co_Squeeze_Raiser_Call;
PreflopCo;StatCell;PreflopData;;;Co_Squeeze_Caller_Fold;CO fold (squeeze pot as caller);Co_Squeeze_Caller_Call;Co_Squeeze_Caller_Raise
PreflopCo;StatCell;PreflopData;;;Co_Squeeze_Caller_Call;CO call (squeeze pot as caller);Co_Squeeze_Caller_Fold;Co_Squeeze_Caller_Raise
PreflopCo;StatCell;PreflopData;;;Co_Squeeze_Caller_Raise;CO raise (squeeze pot as caller);Co_Squeeze_Caller_Call;
PreflopCo;StatCell;PreflopData;;;Co_RaiseIsolate_Raiser_Fold;CO fold (raise isolate pot as raiser);Co_RaiseIsolate_Raiser_Call;Co_RaiseIsolate_Raiser_Raise
PreflopCo;StatCell;PreflopData;;;Co_RaiseIsolate_Raiser_Call;CO call (raise isolate pot as raiser);Co_RaiseIsolate_Raiser_Fold;Co_RaiseIsolate_Raiser_Raise
PreflopCo;StatCell;PreflopData;;;Co_RaiseIsolate_Raiser_Raise;CO raise (raise isolate pot as raiser);Co_RaiseIsolate_Raiser_Call;
PreflopCo;StatCell;PreflopData;;;Co_RaiseIsolate_Caller_Fold;CO fold (raise isolate pot as caller);Co_RaiseIsolate_Caller_Call;Co_RaiseIsolate_Caller_Raise
PreflopCo;StatCell;PreflopData;;;Co_RaiseIsolate_Caller_Call;CO call (raise isolate pot as caller);Co_RaiseIsolate_Caller_Fold;Co_RaiseIsolate_Caller_Raise
PreflopCo;StatCell;PreflopData;;;Co_RaiseIsolate_Caller_Raise;CO raise (raise isolate pot as caller);Co_RaiseIsolate_Caller_Call;
PreflopCo;StatCell;PreflopData;;;Co_3bet_CC_Fold;CO fold (3 bet pot as cold caller);Co_3bet_CC_Call;Co_3bet_CC_Raise
PreflopCo;StatCell;PreflopData;;;Co_3bet_CC_Call;CO call (3 bet pot as cold caller);Co_3bet_CC_Fold;Co_3bet_CC_Raise
PreflopCo;StatCell;PreflopData;;;Co_3bet_CC_Raise;CO raise (3 bet pot as cold caller);Co_3bet_CC_Call;
PreflopCo;StatCell;PreflopData;;;Co_3bet_Raiser_Fold;CO fold (3 bet pot as raiser);Co_3bet_Raiser_Call;Co_3bet_Raiser_Raise
PreflopCo;StatCell;PreflopData;;;Co_3bet_Raiser_Call;CO call (3 bet pot as raiser);Co_3bet_Raiser_Fold;Co_3bet_Raiser_Raise
PreflopCo;StatCell;PreflopData;;;Co_3bet_Raiser_Raise;CO raise (3 bet pot as raiser);Co_3bet_Raiser_Call;
PreflopCo;StatCell;PreflopData;;;Co_3bet_Raiser_Vs_Btn_Fold;CO fold (3 bet pot as raiser vs BTN);Co_3bet_Raiser_Vs_Btn_Call;Co_3bet_Raiser_Vs_Btn_Raise
PreflopCo;StatCell;PreflopData;;;Co_3bet_Raiser_Vs_Btn_Call;CO call (3 bet pot as raiser vs BTN);Co_3bet_Raiser_Vs_Btn_Fold;Co_3bet_Raiser_Vs_Btn_Raise
PreflopCo;StatCell;PreflopData;;;Co_3bet_Raiser_Vs_Btn_Raise;CO raise (3 bet pot as raiser vs BTN);Co_3bet_Raiser_Vs_Btn_Call;
PreflopCo;StatCell;PreflopData;;;Co_3bet_Raiser_Vs_Sb_Fold;CO fold (3 bet pot as raiser vs SB);Co_3bet_Raiser_Vs_Sb_Call;Co_3bet_Raiser_Vs_Sb_Raise
PreflopCo;StatCell;PreflopData;;;Co_3bet_Raiser_Vs_Sb_Call;CO call (3 bet pot as raiser vs SB);Co_3bet_Raiser_Vs_Sb_Fold;Co_3bet_Raiser_Vs_Sb_Raise
PreflopCo;StatCell;PreflopData;;;Co_3bet_Raiser_Vs_Sb_Raise;CO raise (3 bet pot as raiser vs SB);Co_3bet_Raiser_Vs_Sb_Call;
PreflopCo;StatCell;PreflopData;;;Co_3bet_Raiser_Vs_Bb_Fold;CO fold (3 bet pot as raiser vs BB);Co_3bet_Raiser_Vs_Bb_Call;Co_3bet_Raiser_Vs_Bb_Raise
PreflopCo;StatCell;PreflopData;;;Co_3bet_Raiser_Vs_Bb_Call;CO call (3 bet pot as raiser vs BB);Co_3bet_Raiser_Vs_Bb_Fold;Co_3bet_Raiser_Vs_Bb_Raise
PreflopCo;StatCell;PreflopData;;;Co_3bet_Raiser_Vs_Bb_Raise;CO raise (3 bet pot as raiser vs BB);Co_3bet_Raiser_Vs_Bb_Call;
PreflopCo;StatCell;PreflopData;;;Co_3bet_Raiser_Vs_Multi_Fold;CO fold (3 bet pot as raiser multiway);Co_3bet_Raiser_Vs_Multi_Call;Co_3bet_Raiser_Vs_Multi_Raise
PreflopCo;StatCell;PreflopData;;;Co_3bet_Raiser_Vs_Multi_Call;CO call (3 bet pot as raiser multiway);Co_3bet_Raiser_Vs_Multi_Fold;Co_3bet_Raiser_Vs_Multi_Raise
PreflopCo;StatCell;PreflopData;;;Co_3bet_Raiser_Vs_Multi_Raise;CO raise (3 bet pot as raiser multiway);Co_3bet_Raiser_Vs_Multi_Call;
PreflopCo;StatCell;PreflopData;;;Co_4bet_Fold;CO fold (4 bet pot);Co_4bet_Call;Co_4bet_Raise
PreflopCo;StatCell;PreflopData;;;Co_4bet_Call;CO call (4 bet pot);Co_4bet_Fold;Co_4bet_Raise
PreflopCo;StatCell;PreflopData;;;Co_4bet_Raise;CO raise (4 bet pot);Co_4bet_Call;
PreflopSbvsBb;StatCell;PreflopData;;;SbvsBb_Unopened_Fold;SB vs BB HU fold (unopened pot);SbvsBb_Unopened_Call;SbvsBb_Unopened_Raise
PreflopSbvsBb;StatCell;PreflopData;;;SbvsBb_Unopened_Call;SB vs BB HU  call (unopened pot);SbvsBb_Unopened_Fold;SbvsBb_Unopened_Raise
PreflopSbvsBb;StatCell;PreflopData;;;SbvsBb_Unopened_Raise;SB vs BB HU  raise (unopened pot);SbvsBb_Unopened_Call;
PreflopSbvsBb;StatCell;PreflopData;;;SbvsBb_Isolate_Fold;SB vs BB HU  fold (isolate pot);SbvsBb_Isolate_Call;SbvsBb_Isolate_Raise
PreflopSbvsBb;StatCell;PreflopData;;;SbvsBb_Isolate_Call;SB vs BB HU  call (isolate pot);SbvsBb_Isolate_Fold;SbvsBb_Isolate_Raise
PreflopSbvsBb;StatCell;PreflopData;;;SbvsBb_Isolate_Raise;SB vs BB HU  raise (isolate pot);SbvsBb_Isolate_Call;
PreflopSbvsBb;StatCell;PreflopData;;;SbvsBb_3bet_Fold;SB vs BB HU  fold (3 bet pot);SbvsBb_3bet_Call;SbvsBb_3bet_Raise
PreflopSbvsBb;StatCell;PreflopData;;;SbvsBb_3bet_Call;SB vs BB HU  call (3 bet pot);SbvsBb_3bet_Fold;SbvsBb_3bet_Raise
PreflopSbvsBb;StatCell;PreflopData;;;SbvsBb_3bet_Raise;SB vs BB HU  raise (3 bet pot);SbvsBb_3bet_Call;
PreflopSbvsBb;StatCell;PreflopData;;;SbvsBb_4bet_Fold;SB vs BB HU  fold (4 bet pot);SbvsBb_4bet_Call;SbvsBb_4bet_Raise
PreflopSbvsBb;StatCell;PreflopData;;;SbvsBb_4bet_Call;SB vs BB HU  call (4 bet pot);SbvsBb_4bet_Fold;SbvsBb_4bet_Raise
PreflopSbvsBb;StatCell;PreflopData;;;SbvsBb_4bet_Raise;SB vs BB HU  raise (4 bet pot);SbvsBb_4bet_Call;
PreflopSbvsBb;StatCell;PreflopData;;;SbvsBb_5bet_Fold;SB vs BB HU  fold (5 bet pot);SbvsBb_5bet_Call;SbvsBb_5bet_Raise
PreflopSbvsBb;StatCell;PreflopData;;;SbvsBb_5bet_Call;SB vs BB HU  call (5 bet pot);SbvsBb_5bet_Fold;SbvsBb_5bet_Raise
PreflopSbvsBb;StatCell;PreflopData;;;SbvsBb_5bet_Raise;SB vs BB HU  raise (5 bet pot);SbvsBb_5bet_Call;
PreflopBbvsSb;StatCell;PreflopData;;;BbvsSb_Limp_Check;BB vs SB HU  check (limp pot);BbvsSb_Limp_Raise;
PreflopBbvsSb;StatCell;PreflopData;;;BbvsSb_Limp_Raise;BB vs SB HU  raise (limp pot);BbvsSb_Limp_Check;
PreflopBbvsSb;StatCell;PreflopData;;;BbvsSb_Raise_Fold;BB vs SB HU  fold (raise pot);BbvsSb_Raise_Call;BbvsSb_Raise_Raise
PreflopBbvsSb;StatCell;PreflopData;;;BbvsSb_Raise_Call;BB vs SB HU  call (raise pot);BbvsSb_Raise_Fold;BbvsSb_Raise_Raise
PreflopBbvsSb;StatCell;PreflopData;;;BbvsSb_Raise_Raise;BB vs SB HU  raise (raise pot);BbvsSb_Raise_Call;
PreflopBbvsSb;StatCell;PreflopData;;;BbvsSb_RaiseIsolate_Fold;BB vs SB HU  fold (raise isolate pot);BbvsSb_RaiseIsolate_Call;BbvsSb_RaiseIsolate_Raise
PreflopBbvsSb;StatCell;PreflopData;;;BbvsSb_RaiseIsolate_Call;BB vs SB HU  call (raise isolate pot);BbvsSb_RaiseIsolate_Fold;BbvsSb_RaiseIsolate_Raise
PreflopBbvsSb;StatCell;PreflopData;;;BbvsSb_RaiseIsolate_Raise;BB vs SB HU  raise (raise isolate pot);BbvsSb_RaiseIsolate_Call;
PreflopBbvsSb;StatCell;PreflopData;;;BbvsSb_4bet_Fold;BB vs SB HU  fold (4 bet pot);BbvsSb_4bet_Call;BbvsSb_4bet_Raise
PreflopBbvsSb;StatCell;PreflopData;;;BbvsSb_4bet_Call;BB vs SB HU  call (4 bet pot);BbvsSb_4bet_Fold;BbvsSb_4bet_Raise
PreflopBbvsSb;StatCell;PreflopData;;;BbvsSb_4bet_Raise;BB vs SB HU  raise (4 bet pot);BbvsSb_4bet_Call;
PreflopBbvsSb;StatCell;PreflopData;;;BbvsSb_5bet_Fold;BB vs SB HU  fold (5 bet pot);BbvsSb_5bet_Call;BbvsSb_5bet_Raise
PreflopBbvsSb;StatCell;PreflopData;;;BbvsSb_5bet_Call;BB vs SB HU  call (5 bet pot);BbvsSb_5bet_Fold;BbvsSb_5bet_Raise
PreflopBbvsSb;StatCell;PreflopData;;;BbvsSb_5bet_Raise;BB vs SB HU  raise (5 bet pot);BbvsSb_5bet_Call;
PostflopHuIpRaiser;StatCell;PostflopData;35, 70, 100;p;CB_F;Continuation bet flop;CX_F;
PostflopHuIpRaiser;StatCell;PostflopData;35, 70, 100;p;CB_T;Continuation bet turn;CX_T;
PostflopHuIpRaiser;StatCell;PostflopData;35, 70, 100;p;CB_R;Continuation bet river;CX_R;
PostflopHuIpRaiser;StatCell;PostflopData;;;CX_F;Continuation check flop;CB_F;
PostflopHuIpRaiser;StatCell;PostflopData;;;CX_T;Continuation check turn;CB_T;
PostflopHuIpRaiser;StatCell;PostflopData;;;CX_R;Continuation check river;CB_R;
PostflopHuIpRaiser;StatCell;PostflopData;;;FCBvR_F;Continuation bet/fold flop;CCBvR_F;THREEBET_F
PostflopHuIpRaiser;StatCell;PostflopData;;;FCBvR_T;Continuation bet/fold turn;CCBvR_T;THREEBET_T
PostflopHuIpRaiser;StatCell;PostflopData;;;FCBvR_R;Continuation bet/fold river;CCBvR_R;THREEBET_R
PostflopHuIpRaiser;StatCell;PostflopData;;;CCBvR_F;Continuation bet/call flop;FCBvR_F;THREEBET_F
PostflopHuIpRaiser;StatCell;PostflopData;;;CCBvR_T;Continuation bet/call turn;FCBvR_T;THREEBET_T
PostflopHuIpRaiser;StatCell;PostflopData;;;CCBvR_R;Continuation bet/call river;FCBvR_R;THREEBET_R
PostflopHuIpRaiser;StatCell;PostflopData;;;FCBvR_F_B;Continuation bet/call flop and fold to turn bet;CCBvR_F_B;
PostflopHuIpRaiser;StatCell;PostflopData;;;FCBvR_F_BB;Continuation bet/call flop, call turn and fold to river bet;CCBvR_F_BB;
PostflopHuIpRaiser;StatCell;PostflopData;;;CCBvR_F_B;Continuation bet/call flop and call turn bet;FCBvR_F_B;
PostflopHuIpRaiser;StatCell;PostflopData;;;CCBvR_F_BB;Continuation bet/call flop, call turn and call river bet;FCBvR_F_BB;
PostflopHuIpRaiser;StatCell;PostflopData;;;FCBvR_F_XB;Continuation bet/call flop, check/check turn and fold to river bet;CCBvR_F_XB;
PostflopHuIpRaiser;StatCell;PostflopData;;;CCBvR_F_XB;Continuation bet/call flop, check/check turn and call river bet;FCBvR_F_XB;
PostflopHuIpRaiser;StatCell;PostflopData;;;FCBvR_T_B;Continuation bet/call turn and fold to river bet;CCBvR_T_B;
PostflopHuIpRaiser;StatCell;PostflopData;;;CCBvR_T_B;Continuation bet/call turn and call river bet;FCBvR_T_B;
PostflopHuIpRaiser;StatCell;PostflopData;35, 70, 100;p;FLOATXRCB_T;Call check/raise of flop continuation bet and bet on turn after check;FLOATXRCBX_T;
PostflopHuIpRaiser;StatCell;PostflopData;35, 70, 100;p;FLOATXRCB_R;Call check/raise of turn continuation bet and bet on river after check;FLOATXRCBX_R;
PostflopHuIpRaiser;StatCell;PostflopData;;;FLOATXRCBX_T;Call check/raise of flop continuation bet and check on turn after check;FLOATXRCB_T;
PostflopHuIpRaiser;StatCell;PostflopData;;;FLOATXRCBX_R;Call check/raise of turn continuation bet and check on river after check;FLOATXRCB_R;
PostflopHuIpRaiser;StatCell;PostflopData;35, 70, 100;p;FLOATXRCB_T_B;Call check/raise of flop continuation bet, bet turn after check and bet river;FLOATXRCB_T_X;
PostflopHuIpRaiser;StatCell;PostflopData;;;FLOATXRCB_T_X;Call check/raise of flop continuation bet, bet turn after check and check river;FLOATXRCB_T_B;
PostflopHuIpRaiser;StatCell;PostflopData;35, 70, 100;p;DelFLOATXRCB_R;Call check/raise of flop continuation bet, check/check turn and bet river;DelFLOATXRCBX_R;
PostflopHuIpRaiser;StatCell;PostflopData;;;DelFLOATXRCBX_R;Call check/raise of flop continuation bet, check/check turn and check river;DelFLOATXRCB_R;
PostflopHuIpRaiser;StatCell;PostflopData;35, 70, 100;p;DblFLOATXRCB_R;Call check/raise of flop continuation bet, call turn bet and bet river after check;DblFLOATXRCBX_R;
PostflopHuIpRaiser;StatCell;PostflopData;;;DblFLOATXRCBX_R;Call check/raise of flop continuation bet, call turn bet and check behind river;DblFLOATXRCB_R;
PostflopHuIpRaiser;StatCell;PostflopData;;;THREEBET_F;3 bet flop;;
PostflopHuIpRaiser;StatCell;PostflopData;;;THREEBET_T;3 bet turn;;
PostflopHuIpRaiser;StatCell;PostflopData;;;THREEBET_R;3 bet river;;
PostflopHuIpRaiser;StatCell;PostflopData;;;FvTHREEBET_F;Fold to 3 bet flop;CvTHREEBET_F;FOURBET_F
PostflopHuIpRaiser;StatCell;PostflopData;;;FvTHREEBET_T;Fold to 3 bet turn;CvTHREEBET_T;FOURBET_T
PostflopHuIpRaiser;StatCell;PostflopData;;;FvTHREEBET_R;Fold to 3 bet river;CvTHREEBET_R;FOURBET_R
PostflopHuIpRaiser;StatCell;PostflopData;;;CvTHREEBET_F;Call 3 bet flop;FvTHREEBET_F;FOURBET_F
PostflopHuIpRaiser;StatCell;PostflopData;;;CvTHREEBET_T;Call 3 bet turn;FvTHREEBET_T;FOURBET_T
PostflopHuIpRaiser;StatCell;PostflopData;;;CvTHREEBET_R;Call 3 bet river;FvTHREEBET_R;FOURBET_R
PostflopHuIpRaiser;StatCell;PostflopData;;;FOURBET_F;4 bet flop;CvTHREEBET_F;
PostflopHuIpRaiser;StatCell;PostflopData;;;FOURBET_T;4 bet turn;CvTHREEBET_T;
PostflopHuIpRaiser;StatCell;PostflopData;;;FOURBET_R;4 bet river;CvTHREEBET_R;
PostflopHuIpRaiser;StatCell;PostflopData;35, 70, 100;p;DELAY_T;Delay continuation bet turn;DELAYX_T;
PostflopHuIpRaiser;StatCell;PostflopData;35, 70, 100;p;DELAY_R;Delay continuation bet river;DELAYX_R;
PostflopHuIpRaiser;StatCell;PostflopData;;;DELAYX_T;Delay continuation check turn;DELAY_T;
PostflopHuIpRaiser;StatCell;PostflopData;;;DELAYX_R;Delay continuation check river;DELAY_R;
PostflopHuIpRaiser;StatCell;PostflopData;;;DELAY_F_T;Delay bet/fold turn;DELAY_C_T;THREEBET_T
PostflopHuIpRaiser;StatCell;PostflopData;;;DELAY_F_R;Delay bet/fold river;DELAY_C_R;THREEBET_R
PostflopHuIpRaiser;StatCell;PostflopData;;;DELAY_C_T;Delay bet/call turn;DELAY_F_T;THREEBET_T
PostflopHuIpRaiser;StatCell;PostflopData;;;DELAY_C_R;Delay bet/call river;DELAY_F_R;THREEBET_R
PostflopHuIpRaiser;StatCell;PostflopData;35, 70, 100;p;DELAY_T_B;Delay continuation bet turn and bet river;DELAY_T_X;
PostflopHuIpRaiser;StatCell;PostflopData;;;DELAY_T_X;Delay continuation bet turn and check river;DELAY_T_B;
PostflopHuIpRaiser;StatCell;PostflopData;;;DELAY_F_T_B;Delay continuation bet/call turn and fold to river bet;DELAY_C_T_B;
PostflopHuIpRaiser;StatCell;PostflopData;;;DELAY_C_T_B;Delay continuation bet/call turn and call river bet;DELAY_F_T_B;
PostflopHuIpRaiser;StatCell;PostflopData;35, 70, 100;p;FLOATXRDELAY_R;Delay continuation bet/call turn and bet river after check;FLOATXRDELAYX_R;
PostflopHuIpRaiser;StatCell;PostflopData;;;FLOATXRDELAYX_R;Delay continuation bet/call turn and check behind river;FLOATXRDELAY_R;
PostflopHuIpRaiser;StatCell;PostflopData;35, 70, 100;p;SDELAY_R;Super delay continuation bet river;SDELAYX_R;
PostflopHuIpRaiser;StatCell;PostflopData;;;SDELAYX_R;Super delay continuation check river;SDELAY_R;
PostflopHuIpRaiser;StatCell;PostflopData;;;SDELAY_F_R;Super delay continuation bet/fold river;SDELAY_C_R;THREEBET_R
PostflopHuIpRaiser;StatCell;PostflopData;;;SDELAY_C_R;Super delay continuation bet/call river;SDELAY_F_R;THREEBET_R
PostflopHuIpRaiser;StatCell;PostflopData;;;FvDONK_F;Fold to donk bet flop;CvDONK_F;RvDONK_F
PostflopHuIpRaiser;StatCell;PostflopData;;;FvDONK_T;Fold to donk bet turn;CvDONK_T;RvDONK_T
PostflopHuIpRaiser;StatCell;PostflopData;;;FvDONK_R;Fold to donk bet river;CvDONK_R;RvDONK_R
PostflopHuIpRaiser;StatCell;PostflopData;;;CvDONK_F;Call donk bet flop;FvDONK_F;RvDONK_F
PostflopHuIpRaiser;StatCell;PostflopData;;;CvDONK_T;Call donk bet turn;FvDONK_T;RvDONK_T
PostflopHuIpRaiser;StatCell;PostflopData;;;CvDONK_R;Call donk bet river;FvDONK_R;RvDONK_R
PostflopHuIpRaiser;StatCell;PostflopData;;;FvDONK_F_B;Call donk bet flop and fold to turn bet;CvDONK_F_B;
PostflopHuIpRaiser;StatCell;PostflopData;;;FvDONK_F_BB;Call donk bet flop, call turn and fold to river bet;CvDONK_F_BB;
PostflopHuIpRaiser;StatCell;PostflopData;;;CvDONK_F_B;Call donk bet flop and call turn bet;FvDONK_F_B;
PostflopHuIpRaiser;StatCell;PostflopData;;;CvDONK_F_BB;Call donk bet flop, call turn and call river bet;FvDONK_F_BB;
PostflopHuIpRaiser;StatCell;PostflopData;;;FvDONK_F_XB;Call donk bet flop, check/check turn and fold to river bet;CvDONK_F_XB;
PostflopHuIpRaiser;StatCell;PostflopData;;;CvDONK_F_XB;Call donk bet flop, check/check turn and call river bet;FvDONK_F_XB;
PostflopHuIpRaiser;StatCell;PostflopData;;;FvDONK_T_B;Call donk bet turn and fold to river bet;CvDONK_T_B;
PostflopHuIpRaiser;StatCell;PostflopData;;;CvDONK_T_B;Call donk bet turn and call river bet;FvDONK_T_B;
PostflopHuIpRaiser;StatCell;PostflopData;;;RvDONK_F;Raise donk bet flop;CvDONK_F;
PostflopHuIpRaiser;StatCell;PostflopData;;;RvDONK_T;Raise donk bet turn;CvDONK_T;
PostflopHuIpRaiser;StatCell;PostflopData;;;RvDONK_R;Raise donk bet river;CvDONK_R;
PostflopHuIpRaiser;StatCell;PostflopData;35, 70, 100;p;RvDONK_F_B;Raise donk bet flop and bet turn;RvDONK_F_X;
PostflopHuIpRaiser;StatCell;PostflopData;35, 70, 100;p;RvDONK_F_BB;Raise donk bet flop, bet turn and bet river;RvDONK_F_BX;
PostflopHuIpRaiser;StatCell;PostflopData;;;RvDONK_F_X;Raise donk bet flop and check turn;RvDONK_F_B;
PostflopHuIpRaiser;StatCell;PostflopData;;;RvDONK_F_BX;Raise donk bet flop, bet turn and check river;RvDONK_F_BB;
PostflopHuIpRaiser;StatCell;PostflopData;35, 70, 100;p;RvDONK_F_XB;Raise donk bet flop, check/check turn and bet river;RvDONK_F_XX;
PostflopHuIpRaiser;StatCell;PostflopData;;;RvDONK_F_XX;Raise donk bet flop, check/check turn and check river;RvDONK_F_XB;
PostflopHuIpRaiser;StatCell;PostflopData;35, 70, 100;p;RvDONK_T_B;Raise donk bet turn and bet river;RvDONK_T_X;
PostflopHuIpRaiser;StatCell;PostflopData;;;RvDONK_T_X;Raise donk bet turn and check river;RvDONK_T_B;
PostflopHuIpRaiser;StatCell;PostflopData;35, 70, 100;p;FLOATDONK_T;Call flop donk bet and bet on turn after check;FLOATDONKX_T;
PostflopHuIpRaiser;StatCell;PostflopData;35, 70, 100;p;FLOATDONK_R;Call turn donk bet and bet on river after check;FLOATDONKX_R;
PostflopHuIpRaiser;StatCell;PostflopData;;;FLOATDONKX_T;Call flop donk bet and check on turn after check;FLOATDONK_T;
PostflopHuIpRaiser;StatCell;PostflopData;;;FLOATDONKX_R;Call turn donk bet and check on river after check;FLOATDONK_R;
PostflopHuIpRaiser;StatCell;PostflopData;35, 70, 100;p;FLOATDONK_T_B;Call flop donk bet, bet turn after check and bet river;FLOATDONK_T_X;
PostflopHuIpRaiser;StatCell;PostflopData;;;FLOATDONK_T_X;Call flop donk bet, bet turn after check and check river;FLOATDONK_T_B;
PostflopHuIpRaiser;StatCell;PostflopData;35, 70, 100;p;DelFLOATDONK_R;Call flop donk bet, check/check turn and bet river;DelFLOATDONKX_R;
PostflopHuIpRaiser;StatCell;PostflopData;;;DelFLOATDONKX_R;Call flop donk bet, check/check turn and check river;DelFLOATDONK_R;
PostflopHuIpRaiser;StatCell;PostflopData;35, 70, 100;p;DblFLOATDONK_R;Call flop donk bet, call turn bet and bet river after check;DblFLOATDONKX_R;
PostflopHuIpRaiser;StatCell;PostflopData;;;DblFLOATDONKX_R;Call flop donk bet, call turn bet and check behind river;DblFLOATDONK_R;
PostflopHuIpRaiser;StatCell;PostflopData;;;FvDONKDELAY_R;Delay continuation bet turn and fold to donk bet river;CvDONKDELAY_R;RvDONKDELAY_R
PostflopHuIpRaiser;StatCell;PostflopData;;;CvDONKDELAY_R;Delay continuation bet turn and call donk bet river;FvDONKDELAY_R;RvDONKDELAY_R
PostflopHuIpRaiser;StatCell;PostflopData;;;RvDONKDELAY_R;Delay continuation bet turn and raise donk bet river;CvDONKDELAY_R;
PostflopHuIpRaiser;StatCell;PostflopData;;;FvPROBE_T;Fold to probet turn;CvPROBE_T;RvPROBE_T
PostflopHuIpRaiser;StatCell;PostflopData;;;FvPROBE_R;Fold to probet river;CvPROBE_R;RvPROBE_R
PostflopHuIpRaiser;StatCell;PostflopData;;;CvPROBE_T;Call probet turn;FvPROBE_T;RvPROBE_T
PostflopHuIpRaiser;StatCell;PostflopData;;;CvPROBE_R;Call probet river;FvPROBE_R;RvPROBE_R
PostflopHuIpRaiser;StatCell;PostflopData;;;FvPROBE_T_B;Call probet turn and fold to river bet;CvPROBE_T_B;
PostflopHuIpRaiser;StatCell;PostflopData;;;CvPROBE_T_B;Call probet turn and call river bet;FvPROBE_T_B;
PostflopHuIpRaiser;StatCell;PostflopData;;;RvPROBE_T;Raise probet turn;CvPROBE_T;
PostflopHuIpRaiser;StatCell;PostflopData;;;RvPROBE_R;Raise probet river;CvPROBE_R;
